episode,step,soc,soc_next,d,V,V_next,dV,step_soc,step_full,alive
0,0,0.6182914002077539,0.6154677904468097,0.28170859979224616,13.565314292907715,10.784690856933594,-2.780623435974121,0.0028236097609442012,4.262249108597347,1
0,1,0.6154677904468097,0.613289290723395,0.28453220955319036,10.784690856933594,19.0787296295166,8.294038772583008,0.002178499723414662,7.045586307973747,1
0,2,0.613289290723395,0.6111056981565833,0.286710709276605,19.0787296295166,20.09516716003418,1.0164375305175781,0.002183592566811665,1.8247583803345795,1
0,3,0.6111056981565833,0.6108587566823191,0.2888943018434167,20.09516716003418,22.210277557373047,2.115110397338867,0.000246941474264184,1.6728940518191604,1
0,4,0.6108587566823191,0.6089302596824647,0.2891412433176809,22.210277557373047,22.272581100463867,0.06230354309082031,0.0019284969998544232,2.7005539325455077,1
0,5,0.6089302596824647,0.6061136478849376,0.2910697403175353,22.272581100463867,20.63636589050293,-1.6362152099609375,0.0028166117975271243,1.946080145965916,1
0,6,0.6061136478849376,0.603433782954505,0.2938863521150624,20.63636589050293,20.583114624023438,-0.05325126647949219,0.002679864930432596,2.139812572714932,1
0,7,0.603433782954505,0.6008794739075883,0.296566217045495,20.583114624023438,23.30875015258789,2.725635528564453,0.0025543090469166696,1.6056610041104342,1
0,8,0.6008794739075883,0.5985212733518689,0.2991205260924117,23.30875015258789,23.128145217895508,-0.1806049346923828,0.0023582005557194474,2.2019851292443104,1
0,9,0.5985212733518689,0.5966092624073697,0.30147872664813113,23.128145217895508,24.83133888244629,1.7031936645507812,0.0019120109444992206,0.5196699277982396,1
0,10,0.5966092624073697,0.59637424325698,0.30339073759263036,24.83133888244629,31.08989143371582,6.258552551269531,0.00023501915038970367,1.4793528057788279,1
0,11,0.59637424325698,0.5959923877321243,0.30362575674302006,31.08989143371582,34.97563552856445,3.885744094848633,0.00038185552485570096,0.9990711203418001,1
0,12,0.5959923877321243,0.5956171559320089,0.30400761226787576,34.97563552856445,36.213890075683594,1.2382545471191406,0.00037523180011533874,3.07976231246779,1
0,13,0.5956171559320089,0.5952145135142775,0.3043828440679911,36.213890075683594,39.86281967163086,3.6489295959472656,0.00040264241773146914,0.8917060688834838,1
0,14,0.5952145135142775,0.5947367427140315,0.30478548648572257,39.86281967163086,41.90585708618164,2.0430374145507812,0.00047777080024591356,0.7806263467507608,1
0,15,0.5947367427140315,0.593822751684543,0.3052632572859685,41.90585708618164,47.953529357910156,6.047672271728516,0.0009139910294885256,1.7920699185816635,1
0,16,0.593822751684543,0.5932126989597692,0.306177248315457,47.953529357910156,49.3733024597168,1.4197731018066406,0.0006100527247737686,0.6843182999225186,1
0,17,0.5932126989597692,0.5919690234650244,0.3067873010402308,49.3733024597168,54.43499755859375,5.061695098876953,0.0012436754947448003,1.0072634465460868,1
0,18,0.5919690234650244,0.5906403053591611,0.3080309765349756,54.43499755859375,57.201202392578125,2.766204833984375,0.0013287181058633246,1.33956838775536,1
0,19,0.5906403053591611,0.5897120280709848,0.3093596946408389,57.201202392578125,53.45418167114258,-3.747020721435547,0.000928277288176349,2.1018381392783536,1
0,20,0.5897120280709848,0.5886003865181438,0.31028797192901525,53.45418167114258,53.789730072021484,0.33554840087890625,0.0011116415528409362,1.1828709458758995,1
0,21,0.5886003865181438,0.5882105025457877,0.3113996134818562,53.789730072021484,51.62835693359375,-2.1613731384277344,0.00038988397235617533,0.5210294160661569,1
0,22,0.5882105025457877,0.5878103871203307,0.31178949745421236,51.62835693359375,52.4097785949707,0.7814216613769531,0.00040011542545692613,0.45835009221400297,1
0,23,0.5878103871203307,0.5882350099564169,0.3121896128796693,52.4097785949707,51.34568786621094,-1.0640907287597656,0.0004246228360861304,0.522704167301127,1
0,24,0.5882350099564169,0.5887628046610256,0.31176499004358316,51.34568786621094,46.12166976928711,-5.224018096923828,0.0005277947046087306,1.2205370656967671,1
0,25,0.5887628046610256,0.5892649685679838,0.3112371953389744,46.12166976928711,49.72845458984375,3.6067848205566406,0.0005021639069582307,0.7644724142474967,1
0,26,0.5892649685679838,0.5896782950346293,0.3107350314320162,49.72845458984375,47.269256591796875,-2.459197998046875,0.00041332646664549166,0.6633674963692826,1
0,27,0.5896782950346293,0.5900969334456495,0.3103217049653707,47.269256591796875,45.12338638305664,-2.1458702087402344,0.00041863841102018906,0.8015141902123485,1
0,28,0.5900969334456495,0.5904289380592097,0.3099030665543505,45.12338638305664,39.69338607788086,-5.430000305175781,0.0003320046135601995,1.356125507031313,1
0,29,0.5904289380592097,0.5911619259728701,0.3095710619407903,39.69338607788086,39.24647903442383,-0.44690704345703125,0.0007329879136603878,0.46591934104219,1
0,30,0.5911619259728701,0.5917358424084392,0.3088380740271299,39.24647903442383,41.72826385498047,2.4817848205566406,0.000573916435569144,0.5482053937252453,1
0,31,0.5917358424084392,0.5923143579638509,0.3082641575915608,41.72826385498047,41.38188934326172,-0.34637451171875,0.0005785155554116628,0.43385520921977466,1
0,32,0.5923143579638509,0.59289687747931,0.3076856420361491,41.38188934326172,42.76617431640625,1.3842849731445312,0.0005825195154590679,0.8896598167988325,1
0,33,0.59289687747931,0.5932170424549341,0.30710312252069005,42.76617431640625,43.05400848388672,0.28783416748046875,0.0003201649756241487,0.25208252176082013,1
0,34,0.5932170424549341,0.5935310154877308,0.3067829575450659,43.05400848388672,44.97513198852539,1.9211235046386719,0.0003139730327966772,0.469296845551976,1
0,35,0.5935310154877308,0.5937051401344612,0.3064689845122692,44.97513198852539,47.589263916015625,2.6141319274902344,0.0001741246467303892,0.4824340144603034,1
0,36,0.5937051401344612,0.5937887232961747,0.30629485986553884,47.589263916015625,44.05778884887695,-3.531475067138672,8.358316171352964e-05,0.9960765199018682,1
0,37,0.5937887232961747,0.5938775962122543,0.3062112767038253,44.05778884887695,47.084651947021484,3.0268630981445312,8.887291607961867e-05,0.91941560821893,1
0,38,0.5938775962122543,0.593878386874459,0.3061224037877457,47.084651947021484,46.61435317993164,-0.47029876708984375,7.906622047082479e-07,0.4218334954657105,1
0,39,0.593878386874459,0.5940802497998229,0.306121613125541,46.61435317993164,49.6431999206543,3.0288467407226562,0.0002018629253638382,0.5533843883599916,1
0,40,0.5940802497998229,0.5944599546777508,0.30591975020017714,49.6431999206543,48.60976028442383,-1.0334396362304688,0.0003797048779279333,0.819439829585423,1
0,41,0.5944599546777508,0.5917938481115572,0.3055400453222492,48.60976028442383,49.78351593017578,1.1737556457519531,0.0026661065661935934,1.545714574149837,1
0,42,0.5917938481115572,0.5891859612566495,0.3082061518884428,49.78351593017578,51.0296745300293,1.2461585998535156,0.0026078868549077594,1.8588121043485544,1
0,43,0.5891859612566495,0.587219582232217,0.31081403874335056,51.0296745300293,56.50468444824219,5.475009918212891,0.0019663790244324186,1.0011440191829222,1
0,44,0.587219582232217,0.5872799388658786,0.312780417767783,56.50468444824219,54.911746978759766,-1.5929374694824219,6.0356633661551307e-05,0.9422364135596055,1
0,45,0.5872799388658786,0.5873848497146562,0.31272006113412143,54.911746978759766,56.81082534790039,1.899078369140625,0.00010491084877761736,0.4866657500490662,1
0,46,0.5873848497146562,0.5877402267135409,0.3126151502853438,56.81082534790039,57.64860534667969,0.8377799987792969,0.00035537699888466,0.7372637854882618,1
0,47,0.5877402267135409,0.5868590948032599,0.31225977328645915,57.64860534667969,63.63493728637695,5.986331939697266,0.0008811319102809412,1.7107762130194983,1
0,48,0.5868590948032599,0.5866935108795913,0.3131409051967401,63.63493728637695,63.33668518066406,-0.2982521057128906,0.00016558392366861074,0.7221197852721105,1
0,49,0.5866935108795913,0.5871508205670989,0.3133064891204087,63.33668518066406,64.13951873779297,0.8028335571289062,0.00045730968750756773,0.46562579485519834,1
0,50,0.5871508205670989,0.5882703300073392,0.31284917943290114,64.13951873779297,62.71709442138672,-1.42242431640625,0.0011195094402403072,1.0792212794088567,1
0,51,0.5882703300073392,0.5894207357053192,0.31172966999266083,62.71709442138672,62.94096374511719,0.22386932373046875,0.0011504056979799726,0.33062822029602745,1
